date,store_id,transaction_count
2026-01-21,45,3300
2026-01-21,46,2872
2026-01-21,47,3533
2026-01-21,48,2379
2026-01-21,49,2882
2026-01-21,50,2107
2026-01-21,51,1750
2026-01-22,2,1694
2026-01-22,3,2632
2026-01-22,6,1487
2026-01-22,7,1731
2026-01-22,8,2430
2026-01-22,9,1744
2026-01-22,11,1841
2026-01-22,20,1261
2026-01-22,24,2113
2026-01-22,27,1406
2026-01-22,39,1182
2026-01-22,40,1225
2026-01-22,44,3470
2026-01-22,45,3023
2026-01-22,46,2576
2026-01-22,47,3074
2026-01-22,48,2163
2026-01-22,49,2500
2026-01-22,50,1909
2026-01-22,51,1373
2026-01-23,2,1616
2026-01-23,3,2978
2026-01-23,6,1410
2026-01-23,7,1767
2026-01-23,8,2675
2026-01-23,9,1584
2026-01-23,11,1831
2026-01-23,20,992
2026-01-23,24,2336
2026-01-23,27,1537
2026-01-23,39,1269
2026-01-23,40,1308
2026-01-23,44,3997
2026-01-23,45,3733
2026-01-23,46,3039
2026-01-23,47,3686
2026-01-23,48,2389
2026-01-23,49,3191
2026-01-23,50,2297
2026-01-23,51,1725
2026-01-24,2,2212
2026-01-24,3,3920
2026-01-24,6,2208
2026-01-24,7,1836
2026-01-24,8,3176
2026-01-24,9,2370
2026-01-24,11,2534
2026-01-24,20,1652
2026-01-24,24,2284
2026-01-24,27,1853
2026-01-24,39,1659
2026-01-24,40,1417
2026-01-24,44,5486
2026-01-24,45,4666
2026-01-24,46,4511
2026-01-24,47,4874
2026-01-24,48,3880
2026-01-24,49,3739
2026-01-24,50,3204
2026-01-24,51,1656
2026-01-25,2,2179
2026-01-25,3,3826
2026-01-25,6,2187
2026-01-25,7,1691
2026-01-25,8,2901
2026-01-25,9,2187
2026-01-25,11,2640
2026-01-25,20,2234
2026-01-25,24,1706
2026-01-25,27,2032
2026-01-25,39,1519
2026-01-25,40,1193
2026-01-25,44,5286
2026-01-25,45,4513
2026-01-25,46,4669
2026-01-25,47,4872
2026-01-25,48,4221
2026-01-25,49,3625
2026-01-25,50,2956
2026-01-25,51,1772
2026-01-26,2,1901
2026-01-26,3,3000
2026-01-26,6,1755
2026-01-26,7,1931
2026-01-26,8,2608
2026-01-26,9,1985
2026-01-26,11,2127
2026-01-26,20,1335
2026-01-26,24,2204
2026-01-26,27,1568
2026-01-26,39,1299
2026-01-26,40,1456
2026-01-26,44,3982
2026-01-26,45,3414
2026-01-26,46,3067
2026-01-26,47,3553
2026-01-26,48,2553
2026-01-26,49,2816
2026-01-26,50,2248
2026-01-26,51,1500
2026-01-27,2,1832
2026-01-27,3,2748
2026-01-27,6,1567
2026-01-27,7,1831
2026-01-27,8,2509
2026-01-27,9,1839
2026-01-27,11,1966
2026-01-27,20,1374
2026-01-27,24,2007
2026-01-27,27,1527
2026-01-27,39,1311
2026-01-27,40,1494
2026-01-27,44,3637
2026-01-27,45,3115
2026-01-27,46,2725
2026-01-27,47,3110
2026-01-27,48,2121
2026-01-27,49,2507
2026-01-27,50,2106
2026-01-27,51,1399
2026-01-28,2,1947
2026-01-28,3,3026
2026-01-28,6,1629
2026-01-28,7,1984
2026-01-28,8,2673
2026-01-28,9,1763
2026-01-28,11,1937
2026-01-28,20,1287
2026-01-28,24,2115
2026-01-28,27,1627
2026-01-28,39,1159
2026-01-28,40,1228
2026-01-28,44,3994
2026-01-28,45,3246
2026-01-28,46,2817
2026-01-28,47,3287
2026-01-28,48,2201
2026-01-28,49,2791
2026-01-28,50,2021
2026-01-28,51,1576
2026-01-29,2,1608
2026-01-29,3,2699
2026-01-29,6,1451
2026-01-29,7,1745
2026-01-29,8,2314
2026-01-29,9,1660
2026-01-29,11,1880
2026-01-29,20,1229
2026-01-29,24,1900
2026-01-29,27,1345
2026-01-29,39,1163
2026-01-29,40,1165
2026-01-29,44,3663
2026-01-29,45,2749
2026-01-29,46,2494
2026-01-29,47,3063
2026-01-29,48,2101
2026-01-29,49,2395
2026-01-29,50,1901
2026-01-29,51,1350
2026-01-30,2,1952
2026-01-30,3,3263
2026-01-30,6,1790
2026-01-30,7,2051
2026-01-30,8,2787
2026-01-30,9,1718
2026-01-30,11,1932
2026-01-30,20,1211
2026-01-30,24,2327
2026-01-30,27,1581
2026-01-30,39,1188
2026-01-30,40,1305
2026-01-30,44,4619
2026-01-30,45,3643
2026-01-30,46,2997
2026-01-30,47,3599
2026-01-30,48,2432
2026-01-30,49,3080
2026-01-30,50,2324
2026-01-30,51,1724
2026-01-31,2,2044
2026-01-31,3,3603
2026-01-31,6,2049
2026-01-31,7,1890
2026-01-31,8,2842
2026-01-31,9,2150
2026-01-31,11,2267
2026-01-31,20,1584
2026-01-31,24,2177
2026-01-31,27,1835
2026-01-31,39,1687
2026-01-31,40,1420
2026-01-31,44,5224
2026-01-31,45,4390
2026-01-31,46,4244
2026-01-31,47,4514
2026-01-31,48,3490
2026-01-31,49,3363
2026-01-31,50,3112
2026-01-31,51,1625
2026-02-01,2,1947
2026-02-01,3,3406
2026-02-01,6,2091
2026-02-01,7,1631
2026-02-01,8,2600
2026-02-01,9,2129
2026-02-01,11,2361
2026-02-01,20,1914
2026-02-01,24,1625
2026-02-01,27,1835
2026-02-01,39,1546
2026-02-01,40,1144
2026-02-01,44,4946
2026-02-01,45,4351
2026-02-01,46,4242
2026-02-01,47,4390
2026-02-01,48,3779
2026-02-01,49,3263
2026-02-01,50,2883
2026-02-01,51,1665
2026-02-02,2,1637
2026-02-02,3,2671
2026-02-02,6,1498
2026-02-02,7,1768
2026-02-02,8,2354
2026-02-02,9,1776
2026-02-02,11,1921
2026-02-02,20,1102
2026-02-02,24,1921
2026-02-02,27,1316
2026-02-02,39,1281
2026-02-02,40,1402
2026-02-02,44,3592
2026-02-02,45,3118
2026-02-02,46,2752
2026-02-02,47,3361
2026-02-02,48,2341
2026-02-02,49,2663
2026-02-02,50,2120
2026-02-02,51,1429
2026-02-03,2,1817
2026-02-03,3,2938
2026-02-03,6,1584
2026-02-03,7,1729
2026-02-03,8,2537
2026-02-03,9,2060
2026-02-03,11,2020
2026-02-03,20,1453
2026-02-03,24,2280
2026-02-03,27,1515
2026-02-03,39,1377
2026-02-03,40,1577
2026-02-03,44,3833
2026-02-03,45,3272
2026-02-03,46,2873
2026-02-03,47,3276
2026-02-03,48,2350
2026-02-03,49,2680
2026-02-03,50,2158
2026-02-03,51,1448
2026-02-04,2,2083
2026-02-04,3,3347
2026-02-04,6,1738
2026-02-04,7,1931
2026-02-04,8,2848
2026-02-04,9,2184
2026-02-04,11,2248
2026-02-04,20,1469
2026-02-04,24,2309
2026-02-04,27,1621
2026-02-04,39,1243
2026-02-04,40,1445
2026-02-04,44,4562
2026-02-04,45,3755
2026-02-04,46,3294
2026-02-04,47,3799
2026-02-04,48,2725
2026-02-04,49,3136
2026-02-04,50,2333
2026-02-04,51,1758
2026-02-05,2,1898
2026-02-05,3,2890
2026-02-05,6,1683
2026-02-05,7,1901
2026-02-05,8,2529
2026-02-05,9,2133
2026-02-05,11,2432
2026-02-05,20,1365
2026-02-05,24,2210
2026-02-05,27,1453
2026-02-05,39,1293
2026-02-05,40,1452
2026-02-05,44,3917
2026-02-05,45,3407
2026-02-05,46,2987
2026-02-05,47,3752
2026-02-05,48,2605
2026-02-05,49,2759
2026-02-05,50,2195
2026-02-05,51,1534
2026-02-06,2,1965
2026-02-06,3,3428
2026-02-06,6,1839
2026-02-06,7,2026
2026-02-06,8,2980
2026-02-06,9,1919
2026-02-06,11,2263
2026-02-06,20,1322
2026-02-06,24,2379
2026-02-06,27,1537
2026-02-06,39,1401
2026-02-06,40,1392
2026-02-06,44,4569
2026-02-06,45,4210
2026-02-06,46,3499
2026-02-06,47,3990
2026-02-06,48,2918
2026-02-06,49,3237
2026-02-06,50,2524
2026-02-06,51,1730
2026-02-07,2,2066
2026-02-07,3,3757
2026-02-07,6,2181
2026-02-07,7,1833
2026-02-07,8,3144
2026-02-07,9,2440
2026-02-07,11,2726
2026-02-07,20,2015
2026-02-07,24,2308
2026-02-07,27,1904
2026-02-07,39,1741
2026-02-07,40,1473
2026-02-07,44,5381
2026-02-07,45,4829
2026-02-07,46,4755
2026-02-07,47,4930
2026-02-07,48,4185
2026-02-07,49,3705
2026-02-07,50,3207
2026-02-07,51,1837
2026-02-08,2,1960
2026-02-08,3,3675
2026-02-08,6,2120
2026-02-08,7,1669
2026-02-08,8,2751
2026-02-08,9,2203
2026-02-08,11,2874
2026-02-08,20,2089
2026-02-08,24,1763
2026-02-08,27,2008
2026-02-08,39,1529
2026-02-08,40,1288
2026-02-08,44,5316
2026-02-08,45,4517
2026-02-08,46,4584
2026-02-08,47,4813
2026-02-08,48,4216
2026-02-08,49,3474
2026-02-08,50,3067
2026-02-08,51,1802
2026-02-09,2,1812
2026-02-09,3,3054
2026-02-09,6,1726
2026-02-09,7,1820
2026-02-09,8,2696
2026-02-09,9,2048
2026-02-09,11,2457
2026-02-09,20,1314
2026-02-09,24,2222
2026-02-09,27,1503
2026-02-09,39,1323
2026-02-09,40,1579
2026-02-09,44,3866
2026-02-09,45,3748
2026-02-09,46,3207
2026-02-09,47,3730
2026-02-09,48,2744
2026-02-09,49,2832
2026-02-09,50,2437
2026-02-09,51,1438
2026-02-10,2,1735
2026-02-10,3,2964
2026-02-10,6,1623
2026-02-10,7,1755
2026-02-10,8,2637
2026-02-10,9,2149
2026-02-10,11,2294
2026-02-10,20,1414
2026-02-10,24,2165
2026-02-10,27,1433
2026-02-10,39,1447
2026-02-10,40,1554
2026-02-10,44,3868
2026-02-10,45,3470
2026-02-10,46,2970
2026-02-10,47,3470
2026-02-10,48,2562
2026-02-10,49,2727
2026-02-10,50,2662
2026-02-10,51,1393
2026-02-11,2,1853
2026-02-11,3,3098
2026-02-11,6,1621
2026-02-11,7,1896
2026-02-11,8,2862
2026-02-11,9,1907
2026-02-11,11,2261
2026-02-11,20,1359
2026-02-11,24,2266
2026-02-11,27,1491
2026-02-11,39,1270
2026-02-11,40,1415
2026-02-11,44,4581
2026-02-11,45,3678
2026-02-11,46,3311
2026-02-11,47,3936
2026-02-11,48,2757
2026-02-11,49,2953
2026-02-11,50,2443
2026-02-11,51,1592
2026-02-12,2,1615
2026-02-12,3,2980
2026-02-12,6,1460
2026-02-12,7,1719
2026-02-12,8,2564
2026-02-12,9,1871
2026-02-12,11,2066
2026-02-12,20,1380
2026-02-12,24,2120
2026-02-12,27,1459
2026-02-12,39,1308
2026-02-12,40,1275
2026-02-12,44,3956
2026-02-12,45,3349
2026-02-12,46,2868
2026-02-12,47,3313
2026-02-12,48,2326
2026-02-12,49,2620
2026-02-12,50,2123
2026-02-12,51,1282
2026-02-13,2,1892
2026-02-13,3,3345
2026-02-13,6,1760
2026-02-13,7,2053
2026-02-13,8,3002
2026-02-13,9,1904
2026-02-13,11,2286
2026-02-13,20,1229
2026-02-13,24,2334
2026-02-13,27,1641
2026-02-13,39,1348
2026-02-13,40,1363
2026-02-13,44,4772
2026-02-13,45,4226
2026-02-13,46,3303
2026-02-13,47,3762
2026-02-13,48,2694
2026-02-13,49,3157
2026-02-13,50,2595
2026-02-13,51,1832
2026-02-14,2,2033
2026-02-14,3,3524
2026-02-14,6,2073
2026-02-14,7,1860
2026-02-14,8,2841
2026-02-14,9,2166
2026-02-14,11,2573
2026-02-14,20,1698
2026-02-14,24,2205
2026-02-14,27,1892
2026-02-14,39,1547
2026-02-14,40,1444
2026-02-14,44,5066
2026-02-14,45,4470
2026-02-14,46,4165
2026-02-14,47,4366
2026-02-14,48,3539
2026-02-14,49,3292
2026-02-14,50,3172
2026-02-14,51,1738
2026-02-15,2,1948
2026-02-15,3,3484
2026-02-15,6,2079
2026-02-15,7,1580
2026-02-15,8,2695
2026-02-15,9,2134
2026-02-15,11,2690
2026-02-15,20,2027
2026-02-15,24,1750
2026-02-15,27,1959
2026-02-15,39,1507
2026-02-15,40,1146
2026-02-15,44,4949
2026-02-15,45,4433
2026-02-15,46,4173
2026-02-15,47,4532
2026-02-15,48,3977
2026-02-15,49,3355
2026-02-15,50,2938
2026-02-15,51,1670
2026-02-16,2,2150
2026-02-16,3,3256
2026-02-16,6,1819
2026-02-16,7,2137
2026-02-16,8,2978
2026-02-16,9,2199
2026-02-16,11,2459
2026-02-16,20,1604
2026-02-16,24,2333
2026-02-16,27,1712
2026-02-16,39,1429
2026-02-16,40,1644
2026-02-16,44,4538
2026-02-16,45,4335
2026-02-16,46,3511
2026-02-16,47,4152
2026-02-16,48,2887
2026-02-16,49,3320
2026-02-16,50,2853
2026-02-16,51,1655
2026-02-17,2,2137
2026-02-17,3,3273
2026-02-17,6,1997
2026-02-17,7,2198
2026-02-17,8,2915
2026-02-17,9,2395
2026-02-17,11,2633
2026-02-17,20,1540
2026-02-17,24,2612
2026-02-17,27,1789
2026-02-17,39,1496
2026-02-17,40,1726
2026-02-17,44,4229
2026-02-17,45,3884
2026-02-17,46,3753
2026-02-17,47,3884
2026-02-17,48,3094
2026-02-17,49,3118
2026-02-17,50,2791
2026-02-17,51,1815
2026-02-18,2,1813
2026-02-18,3,2967
2026-02-18,6,1673
2026-02-18,7,1881
2026-02-18,8,2768
2026-02-18,9,1791
2026-02-18,11,2100
2026-02-18,20,1259
2026-02-18,24,2124
2026-02-18,27,1637
2026-02-18,39,1194
2026-02-18,40,1380
2026-02-18,44,3840
2026-02-18,45,3410
2026-02-18,46,2798
2026-02-18,47,3403
2026-02-18,48,2299
2026-02-18,49,2880
2026-02-18,50,2082
2026-02-18,51,1648
2026-02-19,2,1702
2026-02-19,3,2822
2026-02-19,6,1553
2026-02-19,7,1971
2026-02-19,8,2649
2026-02-19,9,1897
2026-02-19,11,2093
2026-02-19,20,1339
2026-02-19,24,2082
2026-02-19,27,1536
2026-02-19,39,1249
2026-02-19,40,1238
2026-02-19,44,3928
2026-02-19,45,3182
2026-02-19,46,2750
2026-02-19,47,3201
2026-02-19,48,2355
2026-02-19,49,2664
2026-02-19,50,1961
2026-02-19,51,1468
2026-02-20,2,1867
2026-02-20,3,3216
2026-02-20,6,1685
2026-02-20,7,1934
2026-02-20,8,2856
2026-02-20,9,1707
2026-02-20,11,2089
2026-02-20,20,1230
2026-02-20,24,2405
2026-02-20,27,1660
2026-02-20,39,1312
2026-02-20,40,1397
2026-02-20,44,4309
2026-02-20,45,3678
2026-02-20,46,3010
2026-02-20,47,3680
2026-02-20,48,2483
2026-02-20,49,3176
2026-02-20,50,2279
2026-02-20,51,1817
2026-02-21,2,2220
2026-02-21,3,3896
2026-02-21,6,2048
2026-02-21,7,1863
2026-02-21,8,2940
2026-02-21,9,2281
2026-02-21,11,2636
2026-02-21,20,1845
2026-02-21,24,2329
2026-02-21,27,1833
2026-02-21,39,1808
2026-02-21,40,1574
2026-02-21,44,5418
2026-02-21,45,4451
2026-02-21,46,4407
2026-02-21,47,4841
2026-02-21,48,3884
2026-02-21,49,3536
2026-02-21,50,3250
2026-02-21,51,1783
2026-02-22,2,1833
2026-02-22,3,3096
2026-02-22,6,1935
2026-02-22,7,1546
2026-02-22,8,2220
2026-02-22,9,1806
2026-02-22,11,2655
2026-02-22,20,1778
2026-02-22,24,1232
2026-02-22,27,1695
2026-02-22,39,1341
2026-02-22,40,1155
2026-02-22,44,3986
2026-02-22,45,3302
2026-02-22,46,3506
2026-02-22,47,3816
2026-02-22,48,3153
2026-02-22,49,2431
2026-02-22,50,2627
2026-02-22,51,1251
2026-02-23,2,1744
2026-02-23,3,2750
2026-02-23,6,1706
2026-02-23,7,1835
2026-02-23,8,2390
2026-02-23,9,1912
2026-02-23,11,2172
2026-02-23,20,1301
2026-02-23,24,2156
2026-02-23,27,1606
2026-02-23,39,1265
2026-02-23,40,1381
2026-02-23,44,3018
2026-02-23,45,3349
2026-02-23,46,3038
2026-02-23,47,3576
2026-02-23,48,2454
2026-02-23,49,2641
2026-02-23,50,2180
2026-02-23,51,1467
2026-02-24,2,1764
2026-02-24,3,2894
2026-02-24,6,1613
2026-02-24,7,1812
2026-02-24,8,2465
2026-02-24,9,2001
2026-02-24,11,2136
2026-02-24,20,1311
2026-02-24,24,2106
2026-02-24,27,1495
2026-02-24,39,1399
2026-02-24,40,1351
2026-02-24,44,3371
2026-02-24,45,3278
2026-02-24,46,2929
2026-02-24,47,3247
2026-02-24,48,2280
2026-02-24,49,2579
2026-02-24,50,2182
2026-02-24,51,1361
2026-02-25,2,1846
2026-02-25,3,2841
2026-02-25,6,1696
2026-02-25,7,1925
2026-02-25,8,2659
2026-02-25,9,1746
2026-02-25,11,1944
2026-02-25,20,1191
2026-02-25,24,2192
2026-02-25,27,1588
2026-02-25,39,1251
2026-02-25,40,1305
2026-02-25,44,3834
2026-02-25,45,3359
2026-02-25,46,2838
2026-02-25,47,3399
2026-02-25,48,2330
2026-02-25,49,2768
2026-02-25,50,1976
2026-02-25,51,1501
2026-02-26,2,1749
2026-02-26,3,2826
2026-02-26,6,1704
2026-02-26,7,1957
2026-02-26,8,2650
2026-02-26,9,1892
2026-02-26,11,2122
2026-02-26,20,1543
2026-02-26,24,2180
2026-02-26,27,1495
2026-02-26,39,1383
2026-02-26,40,1354
2026-02-26,44,3955
2026-02-26,45,3486
2026-02-26,46,3015
2026-02-26,47,3401
2026-02-26,48,2461
2026-02-26,49,2693
2026-02-26,50,2163
2026-02-26,51,1480
2026-02-27,2,1888
2026-02-27,3,3307
2026-02-27,6,1824
2026-02-27,7,1979
2026-02-27,8,3006
2026-02-27,9,1931
2026-02-27,11,2073
2026-02-27,20,1245
2026-02-27,24,2445
2026-02-27,27,1610
2026-02-27,39,1611
2026-02-27,40,1402
2026-02-27,44,4549
2026-02-27,45,3937
2026-02-27,46,3150
2026-02-27,47,3903
2026-02-27,48,2723
2026-02-27,49,3239
2026-02-27,50,2399
2026-02-27,51,1784
2026-02-28,2,1810
2026-02-28,3,3375
2026-02-28,6,1975
2026-02-28,7,1750
2026-02-28,8,2679
2026-02-28,9,2262
2026-02-28,11,2522
2026-02-28,20,1691
2026-02-28,24,2171
2026-02-28,27,1864
2026-02-28,39,1783
2026-02-28,40,1489
2026-02-28,44,4619
2026-02-28,45,4514
2026-02-28,46,4210
2026-02-28,47,4477
2026-02-28,48,3639
2026-02-28,49,3312
2026-02-28,50,3036
2026-02-28,51,1745
2026-03-01,2,1435
2026-03-01,3,2789
2026-03-01,6,1530
2026-03-01,7,1343
2026-03-01,8,1966
2026-03-01,9,1740
2026-03-01,11,2278
2026-03-01,20,1579
2026-03-01,24,1357
2026-03-01,27,1712
2026-03-01,39,1123
2026-03-01,40,954
2026-03-01,44,3877
2026-03-01,45,3748
2026-03-01,46,3544
2026-03-01,47,3745
2026-03-01,48,3157
2026-03-01,49,2897
2026-03-01,50,2379
2026-03-01,51,1310
2026-03-02,2,1517
2026-03-02,3,2558
2026-03-02,6,1687
2026-03-02,7,1375
2026-03-02,8,2062
2026-03-02,9,1812
2026-03-02,11,2149
2026-03-02,20,1451
2026-03-02,24,1425
2026-03-02,27,1869
2026-03-02,39,955
2026-03-02,40,880
2026-03-02,44,3961
2026-03-02,45,3901
2026-03-02,46,3764
2026-03-02,47,3824
2026-03-02,48,3273
2026-03-02,49,2959
2026-03-02,50,2539
2026-03-02,51,1392
2026-03-03,2,1875
2026-03-03,3,3154
2026-03-03,6,2003
2026-03-03,7,1633
2026-03-03,8,2503
2026-03-03,9,2171
2026-03-03,11,2321
2026-03-03,20,1946
2026-03-03,24,1699
2026-03-03,27,1910
2026-03-03,39,1458
2026-03-03,40,884
2026-03-03,44,4589
2026-03-03,45,4463
2026-03-03,46,4131
2026-03-03,47,4312
2026-03-03,48,3615
2026-03-03,49,3183
2026-03-03,50,2651
2026-03-03,51,1545
2026-03-04,2,1853
2026-03-04,3,3130
2026-03-04,6,1648
2026-03-04,7,2023
2026-03-04,8,2854
2026-03-04,9,2018
2026-03-04,11,2643
2026-03-04,20,1381
2026-03-04,24,2203
2026-03-04,27,1809
2026-03-04,39,1373
2026-03-04,40,1614
2026-03-04,44,4146
2026-03-04,45,3897
2026-03-04,46,3274
2026-03-04,47,3959
2026-03-04,48,2565
2026-03-04,49,3097
2026-03-04,50,2580
2026-03-04,51,1682
2026-03-05,2,1848
2026-03-05,3,3005
2026-03-05,6,1681
2026-03-05,7,1953
2026-03-05,8,2619
2026-03-05,9,2091
2026-03-05,11,2477
2026-03-05,20,1576
2026-03-05,24,2113
2026-03-05,27,1487
2026-03-05,39,1409
2026-03-05,40,1507
2026-03-05,44,3882
2026-03-05,45,3482
2026-03-05,46,3335
2026-03-05,47,3717
2026-03-05,48,2808
2026-03-05,49,2822
2026-03-05,50,2403
2026-03-05,51,1428
2026-03-06,2,1976
2026-03-06,3,3435
2026-03-06,6,1734
2026-03-06,7,2007
2026-03-06,8,3044
2026-03-06,9,1956
2026-03-06,11,2373
2026-03-06,20,1366
2026-03-06,24,2309
2026-03-06,27,1649
2026-03-06,39,1380
2026-03-06,40,1420
2026-03-06,44,4483
2026-03-06,45,4109
2026-03-06,46,3404
2026-03-06,47,3997
2026-03-06,48,2781
2026-03-06,49,3337
2026-03-06,50,2609
2026-03-06,51,1700
2026-03-07,2,2153
2026-03-07,3,3740
2026-03-07,6,2077
2026-03-07,7,1892
2026-03-07,8,3025
2026-03-07,9,2556
2026-03-07,11,2882
2026-03-07,20,2004
2026-03-07,24,2281
2026-03-07,27,1842
2026-03-07,39,1754
2026-03-07,40,1418
2026-03-07,44,5382
2026-03-07,45,4724
2026-03-07,46,4476
2026-03-07,47,4817
2026-03-07,48,3884
2026-03-07,49,3718
2026-03-07,50,3303
2026-03-07,51,1788
2026-03-08,2,2283
2026-03-08,3,3731
2026-03-08,6,2167
2026-03-08,7,1659
2026-03-08,8,2723
2026-03-08,9,2410
2026-03-08,11,2864
2026-03-08,20,2378
2026-03-08,24,1694
2026-03-08,27,1926
2026-03-08,39,1664
2026-03-08,40,1023
2026-03-08,44,5423
2026-03-08,45,4698
2026-03-08,46,4624
2026-03-08,47,4860
2026-03-08,48,4361
2026-03-08,49,3631
2026-03-08,50,3064
2026-03-08,51,1671
2026-03-09,2,1815
2026-03-09,3,2947
2026-03-09,6,1652
2026-03-09,7,1907
2026-03-09,8,2583
2026-03-09,9,1984
2026-03-09,11,2444
2026-03-09,20,1398
2026-03-09,24,1950
2026-03-09,27,1344
2026-03-09,39,1364
2026-03-09,40,1485
2026-03-09,44,3882
2026-03-09,45,3425
2026-03-09,46,3267
2026-03-09,47,3694
2026-03-09,48,2639
2026-03-09,49,2856
2026-03-09,50,2314
2026-03-09,51,1293
2026-03-10,2,1819
2026-03-10,3,2872
2026-03-10,6,1680
2026-03-10,7,1873
2026-03-10,8,2607
